AnnoA;AteneoNOME;AteneoCOD;SESSO;Isc
2017/2018;Napoli L'Orientale;6303;M;2377
2017/2018;Napoli Parthenope;6302;F;5153
2017/2018;Napoli Parthenope;6302;M;6818
2017/2018;Napoli Pegaso - telematica;6307;F;11718
2017/2018;Napoli Pegaso - telematica;6307;M;18116
2017/2018;Napoli Vanvitelli;6306;F;14345
2017/2018;Napoli Vanvitelli;6306;M;10407
2017/2018;Novedrate e-Campus - telematica;1301;F;5702
2017/2018;Novedrate e-Campus - telematica;1301;M;5680
2017/2018;Padova;2801;F;30748
2017/2018;Padova;2801;M;27286
2017/2018;Palermo;8201;F;22801
2017/2018;Palermo;8201;M;16511
2017/2018;Parma;3401;F;13992
2017/2018;Parma;3401;M;10803
2017/2018;Pavia;1801;F;12175
2017/2018;Pavia;1801;M;9829
2017/2018;Perugia;5401;F;13104
2017/2018;Perugia;5401;M;9879
2017/2018;Perugia Stranieri;5403;F;614
2017/2018;Perugia Stranieri;5403;M;321
2017/2018;Piemonte Orientale;201;F;7386
2017/2018;Piemonte Orientale;201;M;4745
2017/2018;Pisa;5001;F;22670
2017/2018;Pisa;5001;M;21639
2017/2018;Reggio Calabria;8001;F;2629
2017/2018;Reggio Calabria;8001;M;2641
2017/2018;Reggio Calabria - Dante Alighieri;8003;F;709
2017/2018;Reggio Calabria - Dante Alighieri;8003;M;151
2017/2018;Roma  Mercatorum - telematica;5814;F;394
2017/2018;Roma  Mercatorum - telematica;5814;M;1543
2017/2018;Roma Biomedico;5808;F;1088
2017/2018;Roma Biomedico;5808;M;693
2017/2018;Roma Europea;5812;F;668
2017/2018;Roma Europea;5812;M;337
2017/2018;Roma Foro Italico;5806;F;572
2017/2018;Roma Foro Italico;5806;M;1602
2017/2018;Roma La Sapienza;5801;F;57288
2017/2018;Roma La Sapienza;5801;M;42995
2017/2018;Roma Link Campus;5817;F;526
2017/2018;Roma Link Campus;5817;M;1351
2017/2018;Roma LUISS;5805;F;4144
2017/2018;Roma LUISS;5805;M;4901
2017/2018;Roma LUMSA;5803;F;3896
2017/2018;Roma LUMSA;5803;M;1746
2017/2018;Roma Marconi - telematica;5810;F;4407
2017/2018;Roma Marconi - telematica;5810;M;4758
2017/2018;Roma San Raffaele - telematica;5816;F;1838
2017/2018;Roma San Raffaele - telematica;5816;M;2399
2017/2018;Roma Tor Vergata;5802;F;14786
2017/2018;Roma Tor Vergata;5802;M;13834
2017/2018;Roma Tre;5807;F;18865
2017/2018;Roma Tre;5807;M;13085
2017/2018;Roma UNICUSANO - telematica;5815;F;8720
2017/2018;Roma UNICUSANO - telematica;5815;M;12960
2017/2018;Roma UNINETTUNO - telematica;5813;F;4536
2017/2018;Roma UNINETTUNO - telematica;5813;M;6983
2017/2018;Roma UNINT;5809;F;1005
2017/2018;Roma UNINT;5809;M;298
2017/2018;Roma UNITELMA - telematica;5811;F;786
2017/2018;Roma UNITELMA - telematica;5811;M;853
2017/2018;Rozzano (MI) Humanitas University;1510;F;438
2017/2018;Rozzano (MI) Humanitas University;1510;M;288
2017/2018;Salento;7501;F;10412
2017/2018;Salento;7501;M;6214
2017/2018;Salerno;6501;F;20219
2017/2018;Salerno;6501;M;15363
2017/2018;Sannio;6201;F;2490
2017/2018;Sannio;6201;M;2349
2017/2018;Sassari;9001;F;8330
2017/2018;Sassari;9001;M;4790
2017/2018;Siena;5201;F;9148
2017/2018;Siena;5201;M;6593
2017/2018;Siena Stranieri;5202;F;1668
2017/2018;Siena Stranieri;5202;M;401
2017/2018;Teramo;6701;F;3350
2017/2018;Teramo;6701;M;2505
2017/2018;Torino;101;F;43523
2017/2018;Torino;101;M;28062
2017/2018;Torino Politecnico;102;F;8998
2017/2018;Torino Politecnico;102;M;22904
2017/2018;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;54
2017/2018;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;45
2017/2018;Trento;2201;F;8191
2017/2018;Trento;2201;M;8063
2017/2018;Trieste;3201;F;8438
2017/2018;Trieste;3201;M;6693
2017/2018;Tuscia;5601;F;3956
2017/2018;Tuscia;5601;M;4148
2017/2018;Udine;3001;F;7718
2017/2018;Udine;3001;M;7189
2017/2018;Urbino;4101;F;8714
2017/2018;Urbino;4101;M;5417
2017/2018;Venezia Cà Foscari;2701;F;13103
2017/2018;Venezia Cà Foscari;2701;M;7223
2017/2018;Venezia Iuav;2702;F;2107
2017/2018;Venezia Iuav;2702;M;1888
2017/2018;Verona;2301;F;15121
2017/2018;Verona;2301;M;8348
2016/2017;Aosta;701;F;770
2016/2017;Aosta;701;M;289
2016/2017;Bari;7201;F;27661
2016/2017;Bari;7201;M;16684
2016/2017;Bari Politecnico;7202;F;3004
2016/2017;Bari Politecnico;7202;M;6645
2016/2017;Basilicata;7601;F;3833
2016/2017;Basilicata;7601;M;2875
2016/2017;Benevento Giustino Fortunato - telematica;6202;F;284
2016/2017;Benevento Giustino Fortunato - telematica;6202;M;497
2016/2017;Bergamo;1601;F;10428
2016/2017;Bergamo;1601;M;6373
2016/2017;Bologna;3701;F;43532
2016/2017;Bologna;3701;M;34991
2016/2017;Bolzano;2101;F;2247
2016/2017;Bolzano;2101;M;1046
2016/2017;Bra Scienze Gastronomiche;401;F;153
2016/2017;Bra Scienze Gastronomiche;401;M;166
2016/2017;Brescia;1701;F;6380
2016/2017;Brescia;1701;M;7513
2016/2017;Cagliari;9201;F;15376
2016/2017;Cagliari;9201;M;10605
2016/2017;Calabria;7801;F;15542
2016/2017;Calabria;7801;M;11022
2016/2017;Camerino;4302;F;3467
2016/2017;Camerino;4302;M;3475
2016/2017;Casamassima - G.Degennaro;7203;F;519
2016/2017;Casamassima - G.Degennaro;7203;M;848
2016/2017;Cassino;6001;F;4099
2016/2017;Cassino;6001;M;3495
2016/2017;Castellanza LIUC;1201;F;729
2016/2017;Castellanza LIUC;1201;M;1311
2016/2017;Catania;8701;F;25505
2016/2017;Catania;8701;M;17913
2016/2017;Catanzaro;7901;F;6221
2016/2017;Catanzaro;7901;M;4069
2016/2017;Chieti e Pescara;6901;F;15874
2016/2017;Chieti e Pescara;6901;M;9070
2016/2017;Enna KORE;8601;F;3498
2016/2017;Enna KORE;8601;M;2016
2016/2017;Ferrara;3801;F;8599
2016/2017;Ferrara;3801;M;6961
2016/2017;Firenze;4801;F;30029
2016/2017;Firenze;4801;M;21003
2016/2017;Firenze IUL - telematica;4804;F;149
2016/2017;Firenze IUL - telematica;4804;M;47
2016/2017;Foggia;7101;F;6014
2016/2017;Foggia;7101;M;3761
2016/2017;Genova;1001;F;17223
2016/2017;Genova;1001;M;14253
2016/2017;Insubria;1202;F;5058
2016/2017;Insubria;1202;M;4273
2016/2017;L'Aquila;6601;F;9612
2016/2017;L'Aquila;6601;M;7429
2016/2017;Macerata;4301;F;7297
2016/2017;Macerata;4301;M;2893
2016/2017;Marche;4201;F;6986
2016/2017;Marche;4201;M;8328
2016/2017;Messina;8301;F;14348
2016/2017;Messina;8301;M;8511
2016/2017;Milano;1501;F;34926
2016/2017;Milano;1501;M;24812
2016/2017;Milano Bicocca;1509;F;20023
2016/2017;Milano Bicocca;1509;M;12705
2016/2017;Milano Bocconi;1503;F;6121
2016/2017;Milano Bocconi;1503;M;7149
2016/2017;Milano Cattolica;1504;F;23910
2016/2017;Milano Cattolica;1504;M;13248
2016/2017;Milano IULM;1505;F;3714
2016/2017;Milano IULM;1505;M;1502
2016/2017;Milano Politecnico;1502;F;14037
2016/2017;Milano Politecnico;1502;M;28401
2016/2017;Milano San Raffaele;1508;F;1465
2016/2017;Milano San Raffaele;1508;M;993
2016/2017;Modena e Reggio Emilia;3601;F;11730
2016/2017;Modena e Reggio Emilia;3601;M;10426
2016/2017;Molise;7001;F;4084
2016/2017;Molise;7001;M;2851
2016/2017;Napoli Benincasa;6304;F;6972
2016/2017;Napoli Benincasa;6304;M;1174
2016/2017;Napoli Federico II;6301;F;42457
2016/2017;Napoli Federico II;6301;M;34356
2016/2017;Napoli L'Orientale;6303;F;8576
2016/2017;Napoli L'Orientale;6303;M;2376
2016/2017;Napoli Parthenope;6302;F;5546
2016/2017;Napoli Parthenope;6302;M;7290
2016/2017;Napoli Pegaso - telematica;6307;F;7353
2016/2017;Napoli Pegaso - telematica;6307;M;12879
2016/2017;Napoli Vanvitelli;6306;F;14799
2016/2017;Napoli Vanvitelli;6306;M;10608
2016/2017;Novedrate e-Campus - telematica;1301;F;4512
2016/2017;Novedrate e-Campus - telematica;1301;M;4579
2016/2017;Padova;2801;F;30921
2016/2017;Padova;2801;M;27045
2016/2017;Palermo;8201;F;23209
2016/2017;Palermo;8201;M;16619
2016/2017;Parma;3401;F;13394
2016/2017;Parma;3401;M;10492
2016/2017;Pavia;1801;F;11830
2016/2017;Pavia;1801;M;9538
2016/2017;Perugia;5401;F;13029
2016/2017;Perugia;5401;M;9919
2016/2017;Perugia Stranieri;5403;F;551
2016/2017;Perugia Stranieri;5403;M;330
2016/2017;Piemonte Orientale;201;F;7152
2016/2017;Piemonte Orientale;201;M;4591
2016/2017;Pisa;5001;F;23242
2016/2017;Pisa;5001;M;21976
2016/2017;Reggio Calabria;8001;F;2944
2016/2017;Reggio Calabria;8001;M;2904
2016/2017;Reggio Calabria - Dante Alighieri;8003;F;795
2016/2017;Reggio Calabria - Dante Alighieri;8003;M;158
2016/2017;Roma  Mercatorum - telematica;5814;F;221
2016/2017;Roma  Mercatorum - telematica;5814;M;505
2016/2017;Roma Biomedico;5808;F;1005
2016/2017;Roma Biomedico;5808;M;678
2016/2017;Roma Europea;5812;F;526
2016/2017;Roma Europea;5812;M;314
2016/2017;Roma Foro Italico;5806;F;582
2016/2017;Roma Foro Italico;5806;M;1611
2016/2017;Roma La Sapienza;5801;F;57524
2016/2017;Roma La Sapienza;5801;M;42895
2016/2017;Roma Link Campus;5817;F;550
2016/2017;Roma Link Campus;5817;M;1237
2016/2017;Roma LUISS;5805;F;3985
2016/2017;Roma LUISS;5805;M;4685
2016/2017;Roma LUMSA;5803;F;3848
2016/2017;Roma LUMSA;5803;M;1767
2016/2017;Roma Marconi - telematica;5810;F;4317
2016/2017;Roma Marconi - telematica;5810;M;5121
2016/2017;Roma San Raffaele - telematica;5816;F;1311
2016/2017;Roma San Raffaele - telematica;5816;M;1743
2016/2017;Roma Tor Vergata;5802;F;15132
2016/2017;Roma Tor Vergata;5802;M;14424
2016/2017;Roma Tre;5807;F;19073
2016/2017;Roma Tre;5807;M;13344
2016/2017;Roma UNICUSANO - telematica;5815;F;8223
2016/2017;Roma UNICUSANO - telematica;5815;M;12384
2016/2017;Roma UNINETTUNO - telematica;5813;F;4066
2016/2017;Roma UNINETTUNO - telematica;5813;M;6454
2016/2017;Roma UNINT;5809;F;1028
2016/2017;Roma UNINT;5809;M;324
2016/2017;Roma UNITELMA - telematica;5811;F;676
2016/2017;Roma UNITELMA - telematica;5811;M;817
2016/2017;Rozzano (MI) Humanitas University;1510;F;314
2016/2017;Rozzano (MI) Humanitas University;1510;M;211
2016/2017;Salento;7501;F;10454
2016/2017;Salento;7501;M;6125
2016/2017;Salerno;6501;F;20426
2016/2017;Salerno;6501;M;14932
2016/2017;Sannio;6201;F;2671
2016/2017;Sannio;6201;M;2497
2016/2017;Sassari;9001;F;8166
2016/2017;Sassari;9001;M;4716
2016/2017;Siena;5201;F;8955
2016/2017;Siena;5201;M;6509
2016/2017;Siena Stranieri;5202;F;1534
2016/2017;Siena Stranieri;5202;M;349
2016/2017;Teramo;6701;F;3537
2016/2017;Teramo;6701;M;2564
2016/2017;Torino;101;F;41807
2016/2017;Torino;101;M;26606
2016/2017;Torino Politecnico;102;F;8809
2016/2017;Torino Politecnico;102;M;22440
2016/2017;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;85
2016/2017;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;68
2016/2017;Trento;2201;F;8142
2016/2017;Trento;2201;M;8014
2016/2017;Trieste;3201;F;8259
2016/2017;Trieste;3201;M;6574
2016/2017;Tuscia;5601;F;3906
2016/2017;Tuscia;5601;M;4106
2016/2017;Udine;3001;F;7765
2016/2017;Udine;3001;M;7263
2016/2017;Urbino;4101;F;8567
2016/2017;Urbino;4101;M;5368
2016/2017;Venezia Cà Foscari;2701;F;12849
2016/2017;Venezia Cà Foscari;2701;M;6970
2016/2017;Venezia Iuav;2702;F;2154
2016/2017;Venezia Iuav;2702;M;1986
2016/2017;Verona;2301;F;14775
2016/2017;Verona;2301;M;8336
2015/2016;Aosta;701;F;804
2015/2016;Aosta;701;M;314
2015/2016;Bari;7201;F;29204
2015/2016;Bari;7201;M;17322
2015/2016;Bari Politecnico;7202;F;3052
2015/2016;Bari Politecnico;7202;M;6741
2015/2016;Basilicata;7601;F;3959
2015/2016;Basilicata;7601;M;2976
2015/2016;Benevento Giustino Fortunato - telematica;6202;F;281
2015/2016;Benevento Giustino Fortunato - telematica;6202;M;466
2015/2016;Bergamo;1601;F;9836
2015/2016;Bergamo;1601;M;5802
2015/2016;Bologna;3701;F;43268
2015/2016;Bologna;3701;M;34556
2015/2016;Bolzano;2101;F;2072
2015/2016;Bolzano;2101;M;956
2015/2016;Bra Scienze Gastronomiche;401;F;167
2015/2016;Bra Scienze Gastronomiche;401;M;155
2015/2016;Brescia;1701;F;6510
2015/2016;Brescia;1701;M;7462
2015/2016;Cagliari;9201;F;15580
2015/2016;Cagliari;9201;M;10652
2015/2016;Calabria;7801;F;16098
2015/2016;Calabria;7801;M;11189
2015/2016;Camerino;4302;F;3342
2015/2016;Camerino;4302;M;3125
2015/2016;Casamassima - G.Degennaro;7203;F;464
2015/2016;Casamassima - G.Degennaro;7203;M;773
2015/2016;Cassino;6001;F;4270
2015/2016;Cassino;6001;M;3555
2015/2016;Castellanza LIUC;1201;F;692
2015/2016;Castellanza LIUC;1201;M;1259
2015/2016;Catania;8701;F;26883
2015/2016;Catania;8701;M;18254
2015/2016;Catanzaro;7901;F;6159
2015/2016;Catanzaro;7901;M;4149
2015/2016;Chieti e Pescara;6901;F;16520
2015/2016;Chieti e Pescara;6901;M;9237
2015/2016;Enna KORE;8601;F;3563
2015/2016;Enna KORE;8601;M;2226
2015/2016;Ferrara;3801;F;8456
2015/2016;Ferrara;3801;M;7061
2015/2016;Firenze;4801;F;29642
2015/2016;Firenze;4801;M;20677
2015/2016;Firenze IUL - telematica;4804;F;91
2015/2016;Firenze IUL - telematica;4804;M;18
2015/2016;Foggia;7101;F;5747
2015/2016;Foggia;7101;M;3522
2015/2016;Genova;1001;F;17177
2015/2016;Genova;1001;M;14187
2015/2016;Insubria;1202;F;4878
2015/2016;Insubria;1202;M;3998
2015/2016;L'Aquila;6601;F;10387
2015/2016;L'Aquila;6601;M;7739
2015/2016;Macerata;4301;F;7131
2015/2016;Macerata;4301;M;2854
2015/2016;Marche;4201;F;7068
2015/2016;Marche;4201;M;8553
2015/2016;Messina;8301;F;14915
2015/2016;Messina;8301;M;8762
2015/2016;Milano;1501;F;35501
2015/2016;Milano;1501;M;24899
2015/2016;Milano Bicocca;1509;F;19695
2015/2016;Milano Bicocca;1509;M;12398
2015/2016;Milano Bocconi;1503;F;6285
2015/2016;Milano Bocconi;1503;M;6960
2015/2016;Milano Cattolica;1504;F;23406
2015/2016;Milano Cattolica;1504;M;13101
2015/2016;Milano IULM;1505;F;3313
2015/2016;Milano IULM;1505;M;1351
2015/2016;Milano Politecnico;1502;F;13412
2015/2016;Milano Politecnico;1502;M;27370
2015/2016;Milano San Raffaele;1508;F;1374
2015/2016;Milano San Raffaele;1508;M;949
2015/2016;Modena e Reggio Emilia;3601;F;11016
2015/2016;Modena e Reggio Emilia;3601;M;9810
2015/2016;Molise;7001;F;4095
2015/2016;Molise;7001;M;2858
2015/2016;Napoli Benincasa;6304;F;6946
2015/2016;Napoli Benincasa;6304;M;1159
2015/2016;Napoli Federico II;6301;F;43387
2015/2016;Napoli Federico II;6301;M;34570
2015/2016;Napoli L'Orientale;6303;F;8312
2015/2016;Napoli L'Orientale;6303;M;2368
2015/2016;Napoli Parthenope;6302;F;6126
2015/2016;Napoli Parthenope;6302;M;7692
2015/2016;Napoli Pegaso - telematica;6307;F;4960
